249	390521.373659666	390518.232731547	393076.011713585	393075.642317036	3.16257541572
0	390381.964490226	390380.253165707	393138.451170279	393138.99815787	1.79661543908
1	390380.253165707	390377.451881624	393138.99815787	393139.757975609	2.90250159481
2	390377.451881624	390375.397710569	393139.757975609	393141.020083157	2.41091978037
3	390375.397710569	390375.107818596	393141.020083157	393141.21285839	0.34813739553
4	390375.107818596	390374.662108989	393141.21285839	393141.59824935	0.58922257785
5	390374.662108989	390374.617650821	393141.59824935	393141.87952108	0.28476361205
6	390374.617650821	390374.670989942	393141.87952108	393142.157923155	0.28346565461
7	390374.670989942	390374.856801425	393142.157923155	393142.394101001	0.30050937134
8	390374.856801425	390375.18612382	393142.394101001	393142.670529112	0.42996016046
9	390375.18612382	390375.433207516	393142.670529112	393142.885768341	0.32768625022
10	390375.433207516	390379.275959785	393142.885768341	393146.015935172	4.95627777633
11	390379.275959785	390387.084725444	393146.015935172	393152.4945226	10.1463745333
12	390398.586774148	390393.547484978	393165.62419615	393161.099257631	6.77270285366
13	390393.547484978	390391.166091666	393161.099257631	393158.552106581	3.48697756968
14	390391.166091666	390387.084725445	393158.552106581	393152.494522598	7.30423671194
15	390387.084725445	390391.575825842	393152.494522598	393148.173081558	6.23256250953
16	390391.575825842	390392.590983668	393148.173081558	393148.809345877	1.1980724915
17	390392.590983668	390393.078623901	393148.809345877	393148.991869654	0.52068025381
18	390393.078623901	390393.660846548	393148.991869654	393148.786990508	0.61721849809
19	390393.660846548	390394.154884907	393148.786990508	393148.554323659	0.54608402561
20	390394.154884907	390396.546202165	393148.554323659	393146.514764042	3.14296065274
21	390391.575825842	390390.920730108	393148.173081558	393147.295798686	1.09488613862
22	390390.920730108	390390.326629577	393147.295798686	393146.815012832	0.76427120807
23	390390.326629577	390390.192619956	393146.815012832	393146.236244558	0.59408020806
24	390390.192619956	390390.753169987	393146.236244558	393145.483915221	0.93819814933
25	390390.753169987	390393.344994416	393145.483915221	393143.212979574	3.44596903457
26	390391.980390281	390392.953065086	393137.8772179	393134.495360489	3.51895663793
27	390392.953065086	390395.003125946	393134.495360489	393133.620545005	2.22891266331
28	390395.003125946	390399.676839441	393133.620545005	393135.918115122	5.20791957244
29	390397.218999097	390401.112550895	393029.553197195	393027.54428175	4.38126544206
30	390401.112550895	390406.773780455	393027.54428175	393025.458202558	6.03334455547
31	390399.676839441	390400.855757293	393135.918115122	393137.992043235	2.38558695523
