260	390907.82458	390913.72184	393216.09497	393221.29568	7.862892
0	390851.10802	390850.99040	393280.27704	393280.33332	0.130384
1	390850.99040	390850.86668	393280.33332	393280.34857	0.124663
2	390850.86668	390850.73302	393280.34857	393280.36261	0.134391
3	390850.73302	390850.61389	393280.36261	393280.34820	0.120000
4	390850.61389	390850.48624	393280.34820	393280.31260	0.132517
5	390850.48624	390850.36508	393280.31260	393280.24046	0.141012
6	390850.36508	390850.26329	393280.24046	393280.13496	0.146597
7	390850.26329	390849.56186	393280.13496	393279.41102	1.008016
8	390849.56186	390845.85557	393279.41102	393279.73108	3.720087
9	390851.10802	390853.30745	393280.27704	393283.12792	3.600698
10	390853.30745	390853.07680	393283.12792	393286.64872	3.528337
11	390870.84233	390868.61513	393285.48458	393283.11283	3.253549
12	390868.61513	390865.59743	393283.11283	393279.88189	4.421027
13	390865.59743	390862.06542	393279.88189	393276.09816	5.176074
14	390862.06542	390860.24483	393276.09816	393274.09520	2.706730
15	390860.24483	390859.45730	393274.09520	393273.39676	1.052626
16	390859.45730	390858.53672	393273.39676	393273.62646	0.948808
17	390858.53672	390857.79769	393273.62646	393274.14027	0.900089
18	390857.79769	390854.80886	393274.14027	393276.98884	4.128859
19	390854.80886	390851.10802	393276.98884	393280.27704	4.950608
20	390862.57697	390862.47730	393293.12998	393293.26320	0.166381
21	390862.47730	390862.35684	393293.26320	393293.33974	0.142714
22	390862.35684	390862.17414	393293.33974	393293.28871	0.189698
23	390862.17414	390862.03828	393293.28871	393293.19186	0.166838
24	390862.03828	390861.91449	393293.19186	393293.04567	0.191566
25	390861.91449	390861.70174	393293.04567	393292.80765	0.319244
26	390861.70174	390861.37730	393292.80765	393292.44818	0.484228
27	390861.37730	390860.82418	393292.44818	393291.82394	0.834034
28	390860.82418	390857.56004	393291.82394	393291.22043	3.319460
29	390862.57697	390864.85091	393293.12998	393296.09766	3.738706
30	390864.85091	390864.66114	393296.09766	393299.13083	3.039100
31	390870.84233	390863.94094	393285.48458	393291.78913	9.347544
32	390863.94094	390863.04326	393291.78913	393292.66462	1.253923
33	390863.04326	390862.57697	393292.66462	393293.12998	0.658766
34	390872.32777	390869.14438	393304.39902	393303.70254	3.258683
35	390875.82937	390871.28275	393251.86675	393246.80120	6.806720
36	390871.28275	390868.97710	393246.80120	393244.27242	3.422103
37	390868.97710	390868.84723	393244.27242	393244.16110	0.171049
38	390868.84723	390868.73314	393244.16110	393244.03314	0.171434
39	390868.73314	390868.63282	393244.03314	393243.93429	0.140839
40	390868.63282	390868.58694	393243.93429	393243.80678	0.135509
41	390868.58694	390868.59028	393243.80678	393243.66066	0.146166
42	390868.59028	390868.62397	393243.66066	393243.51471	0.149786
43	390868.62397	390868.70048	393243.51471	393243.36494	0.168184
44	390868.70048	390868.84077	393243.36494	393243.22273	0.199762
45	390868.84077	390869.08370	393243.22273	393243.08896	0.277327
46	390869.08370	390869.43948	393243.08896	393242.89014	0.407556
47	390869.43948	390870.29946	393242.89014	393239.32523	3.667170
48	390881.12679	390876.10959	393296.73863	393291.16048	7.502534
49	390876.10959	390870.84233	393291.16048	393285.48458	7.743379
50	390881.12679	390878.21409	393296.73863	393299.39898	3.944776
51	390878.21409	390877.91061	393299.39898	393299.69264	0.422303
